,artist_id,down,ds
0,97de6333157f35467dff271d7afb0a23,1,20150301
1,97de6333157f35467dff271d7afb0a23,1,20150302
2,97de6333157f35467dff271d7afb0a23,4,20150304
3,97de6333157f35467dff271d7afb0a23,1,20150306
4,97de6333157f35467dff271d7afb0a23,1,20150313
5,97de6333157f35467dff271d7afb0a23,2,20150317
6,97de6333157f35467dff271d7afb0a23,2,20150320
7,97de6333157f35467dff271d7afb0a23,1,20150321
8,97de6333157f35467dff271d7afb0a23,1,20150322
9,97de6333157f35467dff271d7afb0a23,2,20150327
10,97de6333157f35467dff271d7afb0a23,1,20150330
11,97de6333157f35467dff271d7afb0a23,7,20150331
12,97de6333157f35467dff271d7afb0a23,22,20150401
13,97de6333157f35467dff271d7afb0a23,11,20150402
14,97de6333157f35467dff271d7afb0a23,10,20150403
15,97de6333157f35467dff271d7afb0a23,2,20150404
16,97de6333157f35467dff271d7afb0a23,9,20150405
17,97de6333157f35467dff271d7afb0a23,10,20150406
18,97de6333157f35467dff271d7afb0a23,9,20150407
19,97de6333157f35467dff271d7afb0a23,7,20150408
20,97de6333157f35467dff271d7afb0a23,7,20150409
21,97de6333157f35467dff271d7afb0a23,7,20150410
22,97de6333157f35467dff271d7afb0a23,2,20150411
23,97de6333157f35467dff271d7afb0a23,11,20150412
24,97de6333157f35467dff271d7afb0a23,3,20150413
25,97de6333157f35467dff271d7afb0a23,9,20150414
26,97de6333157f35467dff271d7afb0a23,5,20150415
27,97de6333157f35467dff271d7afb0a23,6,20150416
28,97de6333157f35467dff271d7afb0a23,7,20150417
29,97de6333157f35467dff271d7afb0a23,9,20150418
30,97de6333157f35467dff271d7afb0a23,2,20150419
31,97de6333157f35467dff271d7afb0a23,6,20150420
32,97de6333157f35467dff271d7afb0a23,3,20150421
33,97de6333157f35467dff271d7afb0a23,5,20150422
34,97de6333157f35467dff271d7afb0a23,11,20150423
35,97de6333157f35467dff271d7afb0a23,7,20150424
36,97de6333157f35467dff271d7afb0a23,7,20150425
37,97de6333157f35467dff271d7afb0a23,4,20150426
38,97de6333157f35467dff271d7afb0a23,9,20150427
39,97de6333157f35467dff271d7afb0a23,7,20150428
40,97de6333157f35467dff271d7afb0a23,10,20150429
41,97de6333157f35467dff271d7afb0a23,25,20150430
42,97de6333157f35467dff271d7afb0a23,7,20150501
43,97de6333157f35467dff271d7afb0a23,6,20150502
44,97de6333157f35467dff271d7afb0a23,2,20150503
45,97de6333157f35467dff271d7afb0a23,5,20150505
46,97de6333157f35467dff271d7afb0a23,4,20150506
47,97de6333157f35467dff271d7afb0a23,5,20150507
48,97de6333157f35467dff271d7afb0a23,7,20150508
49,97de6333157f35467dff271d7afb0a23,3,20150509
50,97de6333157f35467dff271d7afb0a23,29,20150510
51,97de6333157f35467dff271d7afb0a23,16,20150511
52,97de6333157f35467dff271d7afb0a23,5,20150512
53,97de6333157f35467dff271d7afb0a23,8,20150513
54,97de6333157f35467dff271d7afb0a23,6,20150514
55,97de6333157f35467dff271d7afb0a23,3,20150515
56,97de6333157f35467dff271d7afb0a23,1,20150516
57,97de6333157f35467dff271d7afb0a23,4,20150517
58,97de6333157f35467dff271d7afb0a23,5,20150518
59,97de6333157f35467dff271d7afb0a23,2,20150519
60,97de6333157f35467dff271d7afb0a23,2,20150520
61,97de6333157f35467dff271d7afb0a23,2,20150521
62,97de6333157f35467dff271d7afb0a23,2,20150522
63,97de6333157f35467dff271d7afb0a23,6,20150523
64,97de6333157f35467dff271d7afb0a23,6,20150524
65,97de6333157f35467dff271d7afb0a23,4,20150525
66,97de6333157f35467dff271d7afb0a23,4,20150526
67,97de6333157f35467dff271d7afb0a23,5,20150527
68,97de6333157f35467dff271d7afb0a23,13,20150528
69,97de6333157f35467dff271d7afb0a23,3,20150529
70,97de6333157f35467dff271d7afb0a23,9,20150530
71,97de6333157f35467dff271d7afb0a23,37,20150531
72,97de6333157f35467dff271d7afb0a23,2,20150601
73,97de6333157f35467dff271d7afb0a23,3,20150602
74,97de6333157f35467dff271d7afb0a23,2,20150603
75,97de6333157f35467dff271d7afb0a23,6,20150604
76,97de6333157f35467dff271d7afb0a23,3,20150605
77,97de6333157f35467dff271d7afb0a23,1,20150606
78,97de6333157f35467dff271d7afb0a23,2,20150607
79,97de6333157f35467dff271d7afb0a23,2,20150608
80,97de6333157f35467dff271d7afb0a23,3,20150609
81,97de6333157f35467dff271d7afb0a23,6,20150610
82,97de6333157f35467dff271d7afb0a23,5,20150611
83,97de6333157f35467dff271d7afb0a23,4,20150612
84,97de6333157f35467dff271d7afb0a23,4,20150613
