,artist_id,down,ds
0,97546d961462a65d2518e4f63660bd09,1,2015-03-04
1,97546d961462a65d2518e4f63660bd09,1,2015-03-06
2,97546d961462a65d2518e4f63660bd09,1,2015-03-10
3,97546d961462a65d2518e4f63660bd09,2,2015-03-11
4,97546d961462a65d2518e4f63660bd09,1,2015-03-20
5,97546d961462a65d2518e4f63660bd09,1,2015-03-27
6,97546d961462a65d2518e4f63660bd09,4,2015-03-28
7,97546d961462a65d2518e4f63660bd09,4,2015-03-29
8,97546d961462a65d2518e4f63660bd09,11,2015-03-30
9,97546d961462a65d2518e4f63660bd09,8,2015-03-31
10,97546d961462a65d2518e4f63660bd09,7,2015-04-01
11,97546d961462a65d2518e4f63660bd09,7,2015-04-02
12,97546d961462a65d2518e4f63660bd09,4,2015-04-03
13,97546d961462a65d2518e4f63660bd09,8,2015-04-04
14,97546d961462a65d2518e4f63660bd09,9,2015-04-05
15,97546d961462a65d2518e4f63660bd09,10,2015-04-06
16,97546d961462a65d2518e4f63660bd09,7,2015-04-07
17,97546d961462a65d2518e4f63660bd09,6,2015-04-08
18,97546d961462a65d2518e4f63660bd09,6,2015-04-09
19,97546d961462a65d2518e4f63660bd09,8,2015-04-10
20,97546d961462a65d2518e4f63660bd09,6,2015-04-11
21,97546d961462a65d2518e4f63660bd09,4,2015-04-12
22,97546d961462a65d2518e4f63660bd09,7,2015-04-13
23,97546d961462a65d2518e4f63660bd09,2,2015-04-14
24,97546d961462a65d2518e4f63660bd09,8,2015-04-15
25,97546d961462a65d2518e4f63660bd09,6,2015-04-16
26,97546d961462a65d2518e4f63660bd09,8,2015-04-17
27,97546d961462a65d2518e4f63660bd09,4,2015-04-18
28,97546d961462a65d2518e4f63660bd09,10,2015-04-19
29,97546d961462a65d2518e4f63660bd09,5,2015-04-20
30,97546d961462a65d2518e4f63660bd09,16,2015-04-21
31,97546d961462a65d2518e4f63660bd09,6,2015-04-22
32,97546d961462a65d2518e4f63660bd09,8,2015-04-23
33,97546d961462a65d2518e4f63660bd09,4,2015-04-24
34,97546d961462a65d2518e4f63660bd09,2,2015-04-25
35,97546d961462a65d2518e4f63660bd09,9,2015-04-26
36,97546d961462a65d2518e4f63660bd09,6,2015-04-27
37,97546d961462a65d2518e4f63660bd09,8,2015-04-28
38,97546d961462a65d2518e4f63660bd09,3,2015-04-29
39,97546d961462a65d2518e4f63660bd09,6,2015-04-30
40,97546d961462a65d2518e4f63660bd09,7,2015-05-01
41,97546d961462a65d2518e4f63660bd09,5,2015-05-02
42,97546d961462a65d2518e4f63660bd09,6,2015-05-03
43,97546d961462a65d2518e4f63660bd09,1,2015-05-04
44,97546d961462a65d2518e4f63660bd09,5,2015-05-05
45,97546d961462a65d2518e4f63660bd09,4,2015-05-06
46,97546d961462a65d2518e4f63660bd09,4,2015-05-07
47,97546d961462a65d2518e4f63660bd09,8,2015-05-08
48,97546d961462a65d2518e4f63660bd09,14,2015-05-09
49,97546d961462a65d2518e4f63660bd09,6,2015-05-10
50,97546d961462a65d2518e4f63660bd09,8,2015-05-11
51,97546d961462a65d2518e4f63660bd09,12,2015-05-12
52,97546d961462a65d2518e4f63660bd09,9,2015-05-13
53,97546d961462a65d2518e4f63660bd09,5,2015-05-14
54,97546d961462a65d2518e4f63660bd09,11,2015-05-15
55,97546d961462a65d2518e4f63660bd09,14,2015-05-16
56,97546d961462a65d2518e4f63660bd09,36,2015-05-17
57,97546d961462a65d2518e4f63660bd09,14,2015-05-18
58,97546d961462a65d2518e4f63660bd09,1,2015-05-19
59,97546d961462a65d2518e4f63660bd09,4,2015-05-20
