"023406156015ef87f99521f3b343f71f",508,"20150301"
"023406156015ef87f99521f3b343f71f",508,"20150302"
"023406156015ef87f99521f3b343f71f",535,"20150303"
"023406156015ef87f99521f3b343f71f",506,"20150304"
"023406156015ef87f99521f3b343f71f",464,"20150305"
"023406156015ef87f99521f3b343f71f",473,"20150306"
"023406156015ef87f99521f3b343f71f",652,"20150307"
"023406156015ef87f99521f3b343f71f",548,"20150308"
"023406156015ef87f99521f3b343f71f",464,"20150309"
"023406156015ef87f99521f3b343f71f",539,"20150310"
"023406156015ef87f99521f3b343f71f",647,"20150311"
"023406156015ef87f99521f3b343f71f",834,"20150312"
"023406156015ef87f99521f3b343f71f",820,"20150313"
"023406156015ef87f99521f3b343f71f",630,"20150314"
"023406156015ef87f99521f3b343f71f",867,"20150315"
"023406156015ef87f99521f3b343f71f",682,"20150316"
"023406156015ef87f99521f3b343f71f",682,"20150317"
"023406156015ef87f99521f3b343f71f",467,"20150318"
"023406156015ef87f99521f3b343f71f",566,"20150319"
"023406156015ef87f99521f3b343f71f",496,"20150320"
"023406156015ef87f99521f3b343f71f",760,"20150321"
"023406156015ef87f99521f3b343f71f",930,"20150322"
"023406156015ef87f99521f3b343f71f",797,"20150323"
"023406156015ef87f99521f3b343f71f",707,"20150324"
"023406156015ef87f99521f3b343f71f",962,"20150325"
"023406156015ef87f99521f3b343f71f",766,"20150326"
"023406156015ef87f99521f3b343f71f",937,"20150327"
"023406156015ef87f99521f3b343f71f",724,"20150328"
"023406156015ef87f99521f3b343f71f",870,"20150329"
"023406156015ef87f99521f3b343f71f",956,"20150330"
"023406156015ef87f99521f3b343f71f",851,"20150331"
"023406156015ef87f99521f3b343f71f",870,"20150401"
"023406156015ef87f99521f3b343f71f",1154,"20150402"
"023406156015ef87f99521f3b343f71f",952,"20150403"
"023406156015ef87f99521f3b343f71f",777,"20150404"
"023406156015ef87f99521f3b343f71f",811,"20150405"
"023406156015ef87f99521f3b343f71f",897,"20150406"
"023406156015ef87f99521f3b343f71f",950,"20150407"
"023406156015ef87f99521f3b343f71f",966,"20150408"
"023406156015ef87f99521f3b343f71f",1057,"20150409"
"023406156015ef87f99521f3b343f71f",1037,"20150410"
"023406156015ef87f99521f3b343f71f",1048,"20150411"
"023406156015ef87f99521f3b343f71f",1169,"20150412"
"023406156015ef87f99521f3b343f71f",816,"20150413"
"023406156015ef87f99521f3b343f71f",828,"20150414"
"023406156015ef87f99521f3b343f71f",775,"20150415"
"023406156015ef87f99521f3b343f71f",1003,"20150416"
"023406156015ef87f99521f3b343f71f",943,"20150417"
"023406156015ef87f99521f3b343f71f",915,"20150418"
"023406156015ef87f99521f3b343f71f",1024,"20150419"
"023406156015ef87f99521f3b343f71f",861,"20150420"
"023406156015ef87f99521f3b343f71f",1028,"20150421"
"023406156015ef87f99521f3b343f71f",980,"20150422"
"023406156015ef87f99521f3b343f71f",822,"20150423"
"023406156015ef87f99521f3b343f71f",880,"20150424"
"023406156015ef87f99521f3b343f71f",670,"20150425"
"023406156015ef87f99521f3b343f71f",732,"20150426"
"023406156015ef87f99521f3b343f71f",668,"20150427"
"023406156015ef87f99521f3b343f71f",661,"20150428"
"023406156015ef87f99521f3b343f71f",666,"20150429"
"023406156015ef87f99521f3b343f71f",642,"20150430"
"023406156015ef87f99521f3b343f71f",537,"20150501"
"023406156015ef87f99521f3b343f71f",529,"20150502"
"023406156015ef87f99521f3b343f71f",581,"20150503"
"023406156015ef87f99521f3b343f71f",584,"20150504"
"023406156015ef87f99521f3b343f71f",529,"20150505"
"023406156015ef87f99521f3b343f71f",639,"20150506"
"023406156015ef87f99521f3b343f71f",606,"20150507"
"023406156015ef87f99521f3b343f71f",573,"20150508"
"023406156015ef87f99521f3b343f71f",507,"20150509"
"023406156015ef87f99521f3b343f71f",479,"20150510"
"023406156015ef87f99521f3b343f71f",478,"20150511"
"023406156015ef87f99521f3b343f71f",602,"20150512"
"023406156015ef87f99521f3b343f71f",575,"20150513"
"023406156015ef87f99521f3b343f71f",807,"20150514"
"023406156015ef87f99521f3b343f71f",761,"20150515"
"023406156015ef87f99521f3b343f71f",668,"20150516"
"023406156015ef87f99521f3b343f71f",782,"20150517"
"023406156015ef87f99521f3b343f71f",550,"20150518"
"023406156015ef87f99521f3b343f71f",533,"20150519"
"023406156015ef87f99521f3b343f71f",598,"20150520"
"023406156015ef87f99521f3b343f71f",507,"20150521"
"023406156015ef87f99521f3b343f71f",656,"20150522"
"023406156015ef87f99521f3b343f71f",480,"20150523"
"023406156015ef87f99521f3b343f71f",476,"20150524"
"023406156015ef87f99521f3b343f71f",500,"20150525"
"023406156015ef87f99521f3b343f71f",630,"20150526"
"023406156015ef87f99521f3b343f71f",406,"20150527"
"023406156015ef87f99521f3b343f71f",521,"20150528"
"023406156015ef87f99521f3b343f71f",506,"20150529"
"023406156015ef87f99521f3b343f71f",513,"20150530"
"023406156015ef87f99521f3b343f71f",507,"20150531"
"023406156015ef87f99521f3b343f71f",540,"20150601"
"023406156015ef87f99521f3b343f71f",483,"20150602"
"023406156015ef87f99521f3b343f71f",500,"20150603"
"023406156015ef87f99521f3b343f71f",518,"20150604"
"023406156015ef87f99521f3b343f71f",491,"20150605"
"023406156015ef87f99521f3b343f71f",408,"20150606"
"023406156015ef87f99521f3b343f71f",446,"20150607"
"023406156015ef87f99521f3b343f71f",506,"20150608"
"023406156015ef87f99521f3b343f71f",589,"20150609"
"023406156015ef87f99521f3b343f71f",455,"20150610"
"023406156015ef87f99521f3b343f71f",541,"20150611"
"023406156015ef87f99521f3b343f71f",447,"20150612"
"023406156015ef87f99521f3b343f71f",434,"20150613"
"023406156015ef87f99521f3b343f71f",437,"20150614"
"023406156015ef87f99521f3b343f71f",471,"20150615"
"023406156015ef87f99521f3b343f71f",361,"20150616"
"023406156015ef87f99521f3b343f71f",519,"20150617"
"023406156015ef87f99521f3b343f71f",464,"20150618"
"023406156015ef87f99521f3b343f71f",432,"20150619"
"023406156015ef87f99521f3b343f71f",430,"20150620"
"023406156015ef87f99521f3b343f71f",556,"20150621"
"023406156015ef87f99521f3b343f71f",424,"20150622"
"023406156015ef87f99521f3b343f71f",456,"20150623"
"023406156015ef87f99521f3b343f71f",544,"20150624"
"023406156015ef87f99521f3b343f71f",494,"20150625"
"023406156015ef87f99521f3b343f71f",501,"20150626"
"023406156015ef87f99521f3b343f71f",449,"20150627"
"023406156015ef87f99521f3b343f71f",444,"20150628"
"023406156015ef87f99521f3b343f71f",441,"20150629"
"023406156015ef87f99521f3b343f71f",473,"20150630"
"023406156015ef87f99521f3b343f71f",488,"20150701"
"023406156015ef87f99521f3b343f71f",618,"20150702"
"023406156015ef87f99521f3b343f71f",423,"20150703"
"023406156015ef87f99521f3b343f71f",421,"20150704"
"023406156015ef87f99521f3b343f71f",466,"20150705"
"023406156015ef87f99521f3b343f71f",477,"20150706"
"023406156015ef87f99521f3b343f71f",477,"20150707"
"023406156015ef87f99521f3b343f71f",464,"20150708"
"023406156015ef87f99521f3b343f71f",465,"20150709"
"023406156015ef87f99521f3b343f71f",395,"20150710"
"023406156015ef87f99521f3b343f71f",467,"20150711"
"023406156015ef87f99521f3b343f71f",446,"20150712"
"023406156015ef87f99521f3b343f71f",468,"20150713"
