af0e153c72bf63e21bb42702ef0d7726,0c80008b0a28d356026f4b1097041689,20120512,11360,2,1
0919b5ed4ce2649f61bcc6c21fadab12,0c80008b0a28d356026f4b1097041689,20121224,2018,2,1
8a0777df37bf6a0f3384d63a47d4d21b,0c80008b0a28d356026f4b1097041689,20111206,4825,2,1
b61bc45712ee40c3f4a37dd4d063ad52,0c80008b0a28d356026f4b1097041689,20130522,5502,2,1
a2fbe29da3a760d7467b8a7b3247a9c8,0c80008b0a28d356026f4b1097041689,20130522,2990,2,1
b5e92cb9ff2126189c19305cf148b25d,0c80008b0a28d356026f4b1097041689,20130522,5701,2,1
f50884b22708157e285fd0ea32eeb448,0c80008b0a28d356026f4b1097041689,20130522,2169,2,1
e84ba26cd51b4fcd0811a89957f7bec4,0c80008b0a28d356026f4b1097041689,20121224,2151,2,1
aa3d273a62dbc392654877fdcdae41b7,0c80008b0a28d356026f4b1097041689,20111123,27560,2,1
3e721589da31c018bc2f7541e995f795,0c80008b0a28d356026f4b1097041689,20111106,445443,2,1
bfe32f41f48bbaf37f5f69c934e097e6,0c80008b0a28d356026f4b1097041689,20110421,16086,4,1
20f35a9e2d910cf835357bc919cdb91f,0c80008b0a28d356026f4b1097041689,20111206,2015,2,1
5115e29539681a96cc91fe0ad194abdc,0c80008b0a28d356026f4b1097041689,20111206,2396,2,1
1019308763a9a93e529a4ee155d4cfca,0c80008b0a28d356026f4b1097041689,20121224,947,2,1
84bd30a7d4c2d89887b8fc309c63c6df,0c80008b0a28d356026f4b1097041689,20121224,4230,2,1
15a7480157bdc5ece13bbcf4f4a368a7,0c80008b0a28d356026f4b1097041689,20130522,8864,2,1
fb093a12ee69ed7dca64c705599b1670,0c80008b0a28d356026f4b1097041689,20111206,5143,2,1
1ddfc1c7e0dbdd6bbc82764d27614bb4,0c80008b0a28d356026f4b1097041689,20121224,2470,2,1
e22d6a72a0661aeff027a65b49745672,0c80008b0a28d356026f4b1097041689,20110504,0,2,1
f7d86581a5fdceecaf9c907b174998f2,0c80008b0a28d356026f4b1097041689,20130522,10520,2,1
493fac46c62c7527a84bbed25408ba64,0c80008b0a28d356026f4b1097041689,20111123,17555,2,1
3c21b8b3531aa2bdff45e48d10c1a374,0c80008b0a28d356026f4b1097041689,20111111,45911,2,1
4a1e40bf455cd87191077093d3476960,0c80008b0a28d356026f4b1097041689,20120629,13728,100,1
5af9cb7b11561eb29d4119944c746f29,0c80008b0a28d356026f4b1097041689,20110421,144058,4,1
231cd3b7910b88605b300f40b71af65c,0c80008b0a28d356026f4b1097041689,20110421,90558,4,1
a7312f08d0d4071a34f74a74f646e74f,0c80008b0a28d356026f4b1097041689,20111224,5459,2,1
0399c5b692cc62439583133e0d523799,0c80008b0a28d356026f4b1097041689,20130522,2077,2,1
070e4db7efb85ddf12c77240a4990fb6,0c80008b0a28d356026f4b1097041689,20120629,7246,100,1
7ee5b3d1c67b36a01b2a56bf652401f8,0c80008b0a28d356026f4b1097041689,20111206,2356,2,1
04b692aa2b635ea4f884b92b6bdb083a,0c80008b0a28d356026f4b1097041689,20111206,5257,2,1
ee3b71e6cfd5ccce923750458119571b,0c80008b0a28d356026f4b1097041689,20121224,1484,2,1
586026e091062a81bcc439303a83e073,0c80008b0a28d356026f4b1097041689,20121224,1791,2,1
02ed51d4bfddcaf4107eaae745e153bb,0c80008b0a28d356026f4b1097041689,20120619,86997,2,1
be23dd14a21e070f3c6973bcd742676e,0c80008b0a28d356026f4b1097041689,20121224,729,2,1
272064740eb9122700a71d96bd355f99,0c80008b0a28d356026f4b1097041689,20121224,1567,2,1
c221eddb71d34c6274d4b6c054ca17a4,0c80008b0a28d356026f4b1097041689,20121224,3838,2,1
374e5d06fdf116d6d84c8ab9a21351b0,0c80008b0a28d356026f4b1097041689,20121224,5349,2,1
a389ef092e41830fb23b2b7cfdaed3f6,0c80008b0a28d356026f4b1097041689,20111123,8918,2,1
2f0991a07e9eff5a52271bab81f7b982,0c80008b0a28d356026f4b1097041689,20120629,57780,100,1
68ba097e6918bb83b696bd1ba6c35c08,0c80008b0a28d356026f4b1097041689,20121224,3851,2,1
676092a119092edab151d6a3a5951d72,0c80008b0a28d356026f4b1097041689,20120926,10520,2,1
947b27ac3aa3a6cbb63202443973784a,0c80008b0a28d356026f4b1097041689,20110421,2302,4,1
3fe7e519c3c2a639f762efeb7477280b,0c80008b0a28d356026f4b1097041689,20120926,31439,2,1
14eac32d8e4f804da1ad4c371bc417e7,0c80008b0a28d356026f4b1097041689,20121224,2015,2,1
f4d532c72a74d891a5f8b112807429ed,0c80008b0a28d356026f4b1097041689,20111129,10253,100,1
46f9617a3b050ef1817706d9dbd33aeb,0c80008b0a28d356026f4b1097041689,20120629,15247,100,1
a0f0b5f66095427d5bf65f240c056d00,0c80008b0a28d356026f4b1097041689,20120406,408884,2,1
a6d60e2538b56082de7faee58a4e9d2d,0c80008b0a28d356026f4b1097041689,20120629,10094,100,1
08d02ec9f7404396e9a05a684c24a8e7,0c80008b0a28d356026f4b1097041689,20110421,1757,4,1
556847a6cf73a033a3b2e7e85e1b0760,0c80008b0a28d356026f4b1097041689,20110421,75712,4,1
6b400ca67292795d3c09d1571578b81c,0c80008b0a28d356026f4b1097041689,20111224,15193,2,1
f9a20b4ea4fafe9505deb9a26e0b257c,0c80008b0a28d356026f4b1097041689,20130522,7078,2,1
aa3baa1154c20e805e91ac8444e69e9f,0c80008b0a28d356026f4b1097041689,20120926,12062,2,1
991a81c1cfeabdbcd4bf542b13ab99d4,0c80008b0a28d356026f4b1097041689,20121224,895,2,1
40a82a7a49e5840fe17e62aa5c5282b4,0c80008b0a28d356026f4b1097041689,20111206,26323,2,1
3327a10c3ec617be757a93b09cf004fd,0c80008b0a28d356026f4b1097041689,20111206,11522,2,1
8997414262af85586ea772c04f669122,0c80008b0a28d356026f4b1097041689,20121224,4803,2,1
a06579fb5384ece422cd943ad07e3ba0,0c80008b0a28d356026f4b1097041689,20110307,0,2,1
6f2eeb0f16aa1370674e64197fb489fb,0c80008b0a28d356026f4b1097041689,20111224,3308,2,1
0a5845661879926600f9d5cf4ba4f999,0c80008b0a28d356026f4b1097041689,20110421,751,4,1
adc46521b7106e1394ac75761f71d05c,0c80008b0a28d356026f4b1097041689,20121224,40350,2,1
95488c435a879dbfd1fecf79ce160800,0c80008b0a28d356026f4b1097041689,20130522,3410,2,1
3e9a9bdc425218d1e5f669fd526d14dd,0c80008b0a28d356026f4b1097041689,20111224,2735,2,1
82556af9527549569cdc4cf6cfef4525,0c80008b0a28d356026f4b1097041689,20111206,4851,2,1
793191e0473fd9c8de52a37a3dfdd0d5,0c80008b0a28d356026f4b1097041689,20110421,1056,4,1
18b057a79747653b04a89989b7d1388b,0c80008b0a28d356026f4b1097041689,20111206,9516,2,1
92586a4ae3d4157271d919ae9358b694,0c80008b0a28d356026f4b1097041689,20130522,3051,2,1
e49af2d5c44ec71a3058119f4f5406e4,0c80008b0a28d356026f4b1097041689,20111206,5175,2,1
bdf4ecbdfb136d48857ba6dcd9bda124,0c80008b0a28d356026f4b1097041689,20121224,2048,2,1
ae439e909fc7b2304a689715603c6f62,0c80008b0a28d356026f4b1097041689,20121224,1438,2,1
fd27e01fe55039de333a57bd79574239,0c80008b0a28d356026f4b1097041689,20121224,1635,2,1
b4f22c86c8d7f1dc2d48e88eaa91796b,0c80008b0a28d356026f4b1097041689,20110421,7425,4,1
ada45481a43a36b5efdf39f4afd5daca,0c80008b0a28d356026f4b1097041689,20120629,20891,100,1
e1c5a3f0eb2283cd0cf20aa0adb6b588,0c80008b0a28d356026f4b1097041689,20120629,3202,100,1
78ad6349e01783bf2311fa3137efd2e5,0c80008b0a28d356026f4b1097041689,20110421,33439,4,1
41f4228d638e03604436bfc961aebff5,0c80008b0a28d356026f4b1097041689,20110421,7597,4,1
ae1e7418a176acc3573acfcf4fdba0c8,0c80008b0a28d356026f4b1097041689,20111111,5680,2,1
edb1a6f29a9f6667e4adab98cb0173d8,0c80008b0a28d356026f4b1097041689,20110421,3114,4,1
4bbd358c18ded2e422cc4c2d29b6ce37,0c80008b0a28d356026f4b1097041689,20120703,6135,2,1
82433ed5bf713eeacc125a89a344ff2e,0c80008b0a28d356026f4b1097041689,20110421,976,4,1
3476a0413933d3eda9fa887f9b6ba38d,0c80008b0a28d356026f4b1097041689,20110421,1196,4,1
6f079219cd74d444aa1dae481c5ddac1,0c80008b0a28d356026f4b1097041689,20110421,3163,4,1
5af2f93b28d1ccf2aad4775349864fb3,0c80008b0a28d356026f4b1097041689,20110421,2175,4,1
fa0b1f90a3f4a8d784e48d138a111b27,0c80008b0a28d356026f4b1097041689,20120629,2761,100,1
14a3c156485aa1d098f89a4a1436ecde,0c80008b0a28d356026f4b1097041689,20110421,15205,4,1
048d592af5c61d32c6f643e9fb1e32f2,0c80008b0a28d356026f4b1097041689,20120629,7033,100,1
222026f5f613b950b6cedae7a632fb2c,25739ad1c56a511fcac86018ac4e49bb,20010328,1127,2,1
58478b0caf2ffa4a67e7d731ef3e423e,25739ad1c56a511fcac86018ac4e49bb,19990929,152,2,1
4e5f48f6bd6d2fdac040f66eb933c3f7,25739ad1c56a511fcac86018ac4e49bb,20100908,2200,2,1
6df5b6ed8b89d3cbadd03f5c41bd4e08,25739ad1c56a511fcac86018ac4e49bb,20090318,154,2,1
3b95ee5a1853a511e5e9dd805d10d138,25739ad1c56a511fcac86018ac4e49bb,20010328,1127,2,1
748facfc31ef6d1db1cad6fa94f70e32,25739ad1c56a511fcac86018ac4e49bb,20010328,1188,2,1
58cb5c9111decd44b19609fa0453274b,25739ad1c56a511fcac86018ac4e49bb,20070926,170,2,1
5ade95323143f24c033915fa923f9902,25739ad1c56a511fcac86018ac4e49bb,20020227,570,2,1
95ff5840f60632017613c2826fde4097,25739ad1c56a511fcac86018ac4e49bb,20011128,111,2,1
69abe52ae7e4f281bbe97477ffe9aace,25739ad1c56a511fcac86018ac4e49bb,20000809,64,2,1
74149d6bdbb30ece5dfab333830d0a9e,25739ad1c56a511fcac86018ac4e49bb,20000809,44,2,1
d2b434e7fc576c759df72d91d6dd1823,25739ad1c56a511fcac86018ac4e49bb,20061108,453,2,1
346e31c5dd1431e9418d8d8c765d47da,25739ad1c56a511fcac86018ac4e49bb,20000809,115,2,1
71fa9b00c6b6b5217d55a4ae238ee845,25739ad1c56a511fcac86018ac4e49bb,20140326,983,2,1
be9b7fbf3f4d6ac7a8da3832466841e1,25739ad1c56a511fcac86018ac4e49bb,20000628,349,2,1
9feb52cd31cd6dec4bb4ef248c735aa5,25739ad1c56a511fcac86018ac4e49bb,19991125,154,2,1
5b695ebf16bff86f1466cc8b26b67f99,25739ad1c56a511fcac86018ac4e49bb,20121219,533,2,1
6feb6987f29692b8d290b02df1073800,25739ad1c56a511fcac86018ac4e49bb,20121219,887,2,1
89658e8574891760e4677292a3f19284,25739ad1c56a511fcac86018ac4e49bb,20040707,206,2,1
5a95bc97a18fb8d217e17c32213f2113,25739ad1c56a511fcac86018ac4e49bb,19990929,119,2,1
a6be2c2de50d0d7c510d7417ba677b0c,25739ad1c56a511fcac86018ac4e49bb,20100908,816,2,1
e9afa2c07dd2bc7c8c5a7b0c2a72bd0e,25739ad1c56a511fcac86018ac4e49bb,20040915,93,2,1
b99e61c93435d5db788be0a36a20c7b6,25739ad1c56a511fcac86018ac4e49bb,20010328,398,2,1
1f663ce3e2d56bbc87fb75911d2a2228,25739ad1c56a511fcac86018ac4e49bb,20051101,948,2,1
e43ca542ee22b41c877324de1e7dd0b8,25739ad1c56a511fcac86018ac4e49bb,20051101,90,2,1
bcf7014323dbd9a1b4d497b61adae9ad,25739ad1c56a511fcac86018ac4e49bb,20050801,1076,2,1
86bbe5697223fa61a418604772175691,25739ad1c56a511fcac86018ac4e49bb,20050801,657,2,1
a65b687ca1fd1412c18d4c9bfee939f6,25739ad1c56a511fcac86018ac4e49bb,20050801,775,2,1
17b9f3413a4a404c6048510282591c75,25739ad1c56a511fcac86018ac4e49bb,20010328,46715,2,1
fa13e36eb456ed7b4263c6eb38d90ea2,25739ad1c56a511fcac86018ac4e49bb,20010328,1461,2,1
3cd46644ebb3d123828e6134df9f1484,25739ad1c56a511fcac86018ac4e49bb,20050801,1912,2,1
a6c25198ff6e6352c05eaf70f0b867f5,25739ad1c56a511fcac86018ac4e49bb,20060726,219,2,1
2e981eeacc3a5ea1dd8a31490ad9ef8b,25739ad1c56a511fcac86018ac4e49bb,20060726,266,2,1
0e20be9b9af116e2549e7b56ed38fdb7,25739ad1c56a511fcac86018ac4e49bb,20121219,724,2,1
8710bffa7a2100ddd7cdcb15e4bb9b65,25739ad1c56a511fcac86018ac4e49bb,20121219,916,2,1
dcc494e966d40735eb4b7932e0e7051a,25739ad1c56a511fcac86018ac4e49bb,20121219,602,2,1
7c59f1ca2dbd8e4c83f6b71ef82deb15,25739ad1c56a511fcac86018ac4e49bb,20121219,1007,2,1
c44af8f66bb1d051b582e1610ff7ad47,25739ad1c56a511fcac86018ac4e49bb,20050701,272,2,1
19bc75058d0711966e1d7070b83f9382,25739ad1c56a511fcac86018ac4e49bb,19991201,370,2,1
b29282dc42842cd0cc3e683d0b98f4a0,25739ad1c56a511fcac86018ac4e49bb,20121219,907,2,1
fea21880a846e29703ccff97cda3f9d8,25739ad1c56a511fcac86018ac4e49bb,20121219,2329,2,1
69341400a1a421814e9d17521627760a,25739ad1c56a511fcac86018ac4e49bb,19991201,374,2,1
7a887d6919174026a8b7d85831f6eecb,25739ad1c56a511fcac86018ac4e49bb,20100908,3086,2,1
bbd1b0a5a0d1c38e0e1ea3176d02e58b,25739ad1c56a511fcac86018ac4e49bb,19991201,2198,2,1
7465ea671d624c9a053aa21a0726b2b0,25739ad1c56a511fcac86018ac4e49bb,20010314,137,2,1
1b15b648562f291736f4727d7c4f97ac,25739ad1c56a511fcac86018ac4e49bb,19991201,4390,2,1
44da028698552d57b1c07706c8c0c802,25739ad1c56a511fcac86018ac4e49bb,20060726,177,2,1
6b8a69b0f171ae8f16afc4e3b584d191,25739ad1c56a511fcac86018ac4e49bb,20060726,209,2,1
7fba582ba41bf1dcdd66839da67a52b9,25739ad1c56a511fcac86018ac4e49bb,20000906,242,2,1
43dd897a62771f08eeae3007ec871381,25739ad1c56a511fcac86018ac4e49bb,20091007,719,2,1
ac892a3995569f421ae29951861bff71,25739ad1c56a511fcac86018ac4e49bb,20091007,1235,2,1
8fdd416c12f531a17009b124b13bcc0a,25739ad1c56a511fcac86018ac4e49bb,20130327,17003,2,1
4bffaa25832ac4f1c7eb31b915aeb811,25739ad1c56a511fcac86018ac4e49bb,20100908,680,2,1
ea60bfa4c971d201ade94a5f97394cce,25739ad1c56a511fcac86018ac4e49bb,20130327,2760,2,1
8febf37878864edf932a1589f1d829e2,25739ad1c56a511fcac86018ac4e49bb,20091007,1006,2,1
5a3bd148b18be582ecad5253ce59f6ab,25739ad1c56a511fcac86018ac4e49bb,20091007,1022,2,1
41304bf56215f3fba2d84568131a08b8,25739ad1c56a511fcac86018ac4e49bb,20010829,128,2,1
5827d7138b5dd40a2f6e3b3a3d44123c,25739ad1c56a511fcac86018ac4e49bb,20091007,762,2,1
5b5d3e35a27a773ef0fa3d73f4d1804d,25739ad1c56a511fcac86018ac4e49bb,20091007,1074,2,1
1a0093222e2c5b153b2cc76630ba1a90,25739ad1c56a511fcac86018ac4e49bb,20091007,1359,2,1
15f3face4d4afb4ad95b5eddcd2504dc,25739ad1c56a511fcac86018ac4e49bb,20091007,7279,2,1
660c38224a2a77f652b67bbb5bf2c94d,25739ad1c56a511fcac86018ac4e49bb,20091007,979,2,1
565eefc58dd76d1ca656c5fe7b274871,25739ad1c56a511fcac86018ac4e49bb,20091007,874,2,1
31c3866c88d4e7647dd7d4b9b353893c,25739ad1c56a511fcac86018ac4e49bb,20091007,2175,2,1
2b0966cffdbd48b2aed1eee013a03d68,25739ad1c56a511fcac86018ac4e49bb,20130327,492,2,1
86325ea6eaf9cc6c5f2da3a35abb99f4,25739ad1c56a511fcac86018ac4e49bb,20130327,311,2,1
8fbc1558cd0b7362245c1c7bda7827b4,25739ad1c56a511fcac86018ac4e49bb,20130327,670,2,1
04f963f5adfaee5791c61277065c6266,25739ad1c56a511fcac86018ac4e49bb,20011031,244,2,1
1283d32c38903682426096be127fbe77,25739ad1c56a511fcac86018ac4e49bb,20020227,1568,2,1
d70bc14d011e96be31873a7db5bda446,25739ad1c56a511fcac86018ac4e49bb,20000426,1787,2,1
0109ae3c60a19ce9e59a8bff5217df56,25739ad1c56a511fcac86018ac4e49bb,20070926,51,2,1
6cfb433edccbede12fe57f38a140caa8,25739ad1c56a511fcac86018ac4e49bb,20060726,93,2,1
fba7f4c73b6b861077c8593d4ad571c3,25739ad1c56a511fcac86018ac4e49bb,20100908,1320,2,1
662a339a73ac7fa254822be55fe450b8,25739ad1c56a511fcac86018ac4e49bb,20060726,62,2,1
582c49c7dbe5e3439c0d919fa997da71,25739ad1c56a511fcac86018ac4e49bb,20070926,48,2,1
d41be4ba6c5992f99f2803d765de279c,25739ad1c56a511fcac86018ac4e49bb,20100908,842,2,1
92ac4a21d95ca97327d7756d553f9c28,25739ad1c56a511fcac86018ac4e49bb,20010829,90,2,1
c6bda0f378ee42379f1a23f3ea42d28f,25739ad1c56a511fcac86018ac4e49bb,20121219,2193,2,1
ad3f883b258b8c7b7830972ec3fc2f24,25739ad1c56a511fcac86018ac4e49bb,20091007,345,2,1
91fcae368e218bc74e457952d4f2163c,25739ad1c56a511fcac86018ac4e49bb,20060726,207,2,1
e02f2f2524fc8337e09133807c69a64f,25739ad1c56a511fcac86018ac4e49bb,20060726,85,2,1
7021c53e5f730eec56e4a58fc520d0a6,25739ad1c56a511fcac86018ac4e49bb,20100908,1335,2,1
b27a89e0526a67bc9acf30add7be9e11,25739ad1c56a511fcac86018ac4e49bb,20120314,4188,2,1
0153fb3684678f0b4cd4acd96656a294,25739ad1c56a511fcac86018ac4e49bb,20120314,4104,2,1
a27682a91aa6e7354027dc29e80620f3,25739ad1c56a511fcac86018ac4e49bb,20120314,529,2,1
0c5b3a988f3aab3c8f3b724d492da70d,25739ad1c56a511fcac86018ac4e49bb,20011128,67,2,1
5d5d523c91822e976694f66d5c9b4120,25739ad1c56a511fcac86018ac4e49bb,20100908,761,2,1
7b66eb0a33f2a494806e85b266450dc0,25739ad1c56a511fcac86018ac4e49bb,20100908,660,2,1
ee5b5c199da4d413d1e9ff37f96c6fca,25739ad1c56a511fcac86018ac4e49bb,20100908,613,2,1
5c6636b96e0152883f0ffdc3549f24c6,25739ad1c56a511fcac86018ac4e49bb,20100908,466,2,1
b565a31fde54683c18719fb90d729a8d,25739ad1c56a511fcac86018ac4e49bb,20100908,953,2,1
7aa43a0e4ca7631346f8a7d8d9dc71dc,25739ad1c56a511fcac86018ac4e49bb,20100908,653,2,1
f05d3bbba236c31b8999bf312a00b312,25739ad1c56a511fcac86018ac4e49bb,20011128,94,2,1
2e4492e6565f040671474eabe421d45b,25739ad1c56a511fcac86018ac4e49bb,20011128,213,2,1
98329cf1d2c0729ecbcf6753f00613ac,25739ad1c56a511fcac86018ac4e49bb,20011128,79,2,1
b7df2e2c3a8ad9767325727500d182fd,25739ad1c56a511fcac86018ac4e49bb,20020227,3586,2,1
53efc8a8bd8bd6d50446c879825309ca,25739ad1c56a511fcac86018ac4e49bb,20040317,216,2,1
b2d3422a77faa6bf7039df8079f9161b,25739ad1c56a511fcac86018ac4e49bb,20060726,151,2,1
6fea47904d4aa6954fb05a1e4201f111,25739ad1c56a511fcac86018ac4e49bb,20060726,187,2,1
c0b46d913af18d9a9bd4f0315937d1dd,25739ad1c56a511fcac86018ac4e49bb,20020227,423,2,1
