6.0,1.0,11.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0
3.0,1.0,11.0,10.0,10.0,8.0,8.0,7.0,6.0,6.0
1.0,1.0,1.0,9.0,8.0,7.0,7.0,6.0,6.0,5.0
3.0,2.0,14.0,12.0,12.0,10.0,9.0,8.0,8.0,6.0
2.0,1.0,13.0,11.0,10.0,8.0,8.0,7.0,6.0,5.0
6.0,1.0,12.0,10.0,9.0,9.0,9.0,8.0,7.0,6.0
2.0,1.0,13.0,13.0,13.0,10.0,9.0,9.0,9.0,8.0
3.0,1.0,1.0,1.0,12.0,11.0,10.0,8.0,8.0,6.0
1.0,20.0,11.0,11.0,9.0,8.0,7.0,7.0,6.0,6.0
2.0,1.0,18.0,17.0,16.0,16.0,15.0,14.0,12.0,11.0
2.0,2.0,18.0,17.0,16.0,14.0,12.0,12.0,10.0,9.0
7.0,5.0,1.0,10.0,9.0,7.0,7.0,6.0,5.0,5.0
3.0,1.0,1.0,14.0,12.0,12.0,11.0,8.0,8.0,6.0
3.0,2.0,29.0,20.0,16.0,14.0,14.0,14.0,12.0,12.0
1.0,1.0,21.0,19.0,18.0,17.0,14.0,11.0,11.0,10.0
3.0,1.0,1.0,13.0,13.0,12.0,10.0,10.0,8.0,7.0
1.0,1.0,1.0,21.0,15.0,13.0,11.0,10.0,9.0,9.0
3.0,77.0,37.0,36.0,33.0,32.0,29.0,28.0,25.0,23.0
1.0,1.0,1.0,20.0,19.0,17.0,15.0,15.0,13.0,11.0
3.0,1.0,1.0,22.0,19.0,18.0,14.0,14.0,13.0,12.0
4.0,1.0,1.0,28.0,23.0,18.0,15.0,15.0,11.0,11.0
3.0,28.0,20.0,18.0,15.0,14.0,13.0,13.0,12.0,12.0
1.0,44.0,26.0,26.0,19.0,15.0,15.0,14.0,12.0,10.0
5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
5.0,1.0,27.0,24.0,22.0,22.0,16.0,16.0,12.0,12.0
4.0,1.0,1.0,1.0,18.0,17.0,17.0,16.0,13.0,12.0
2.0,2.0,2.0,21.0,17.0,15.0,14.0,14.0,13.0,13.0
9.0,1.0,26.0,24.0,22.0,20.0,19.0,12.0,11.0,11.0
4.0,58.0,25.0,25.0,24.0,17.0,15.0,14.0,13.0,11.0
5.0,73.0,22.0,22.0,22.0,21.0,18.0,17.0,13.0,9.0
7.0,5.0,1.0,16.0,16.0,15.0,13.0,12.0,10.0,9.0
8.0,7.0,2.0,1.0,30.0,13.0,12.0,11.0,11.0,8.0
12.0,2.0,1.0,19.0,18.0,15.0,11.0,11.0,10.0,8.0
4.0,3.0,33.0,23.0,14.0,12.0,11.0,10.0,10.0,8.0
5.0,53.0,35.0,28.0,22.0,17.0,13.0,11.0,7.0,7.0
5.0,3.0,28.0,23.0,22.0,18.0,15.0,10.0,10.0,9.0
6.0,2.0,25.0,25.0,14.0,13.0,12.0,11.0,10.0,7.0
6.0,2.0,36.0,25.0,21.0,15.0,13.0,13.0,12.0,12.0
6.0,2.0,40.0,24.0,22.0,19.0,18.0,14.0,13.0,12.0
5.0,1.0,1.0,1.0,16.0,16.0,15.0,14.0,13.0,10.0
2.0,1.0,1.0,26.0,22.0,22.0,20.0,15.0,15.0,12.0
9.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
7.0,6.0,23.0,18.0,17.0,17.0,14.0,13.0,10.0,9.0
6.0,36.0,29.0,27.0,14.0,12.0,12.0,12.0,10.0,9.0
10.0,4.0,24.0,24.0,20.0,20.0,20.0,18.0,16.0,15.0
13.0,8.0,33.0,26.0,17.0,14.0,13.0,12.0,11.0,10.0
12.0,5.0,33.0,21.0,20.0,18.0,16.0,14.0,13.0,9.0
8.0,2.0,1.0,27.0,23.0,20.0,18.0,18.0,14.0,12.0
4.0,3.0,1.0,35.0,29.0,24.0,23.0,21.0,21.0,18.0
5.0,2.0,1.0,1.0,23.0,16.0,15.0,13.0,13.0,12.0
5.0,3.0,1.0,28.0,17.0,15.0,14.0,13.0,12.0,12.0
5.0,2.0,42.0,33.0,27.0,21.0,21.0,21.0,13.0,11.0
5.0,2.0,53.0,28.0,24.0,19.0,18.0,17.0,16.0,16.0
5.0,2.0,32.0,29.0,26.0,19.0,16.0,14.0,14.0,13.0
3.0,1.0,29.0,24.0,19.0,18.0,17.0,17.0,11.0,9.0
4.0,36.0,34.0,32.0,19.0,18.0,17.0,16.0,15.0,12.0
4.0,1.0,30.0,29.0,26.0,21.0,19.0,18.0,16.0,13.0
6.0,57.0,24.0,20.0,18.0,16.0,15.0,13.0,11.0,8.0
6.0,3.0,1.0,30.0,25.0,20.0,16.0,15.0,13.0,13.0
