155.0,85.0,46.0,35.0,31.0,30.0,22.0,11.0,10.0,6.0
112.0,68.0,51.0,19.0,15.0,14.0,9.0,8.0,6.0,5.0
113.0,107.0,50.0,33.0,17.0,15.0,15.0,10.0,9.0,9.0
138.0,124.0,43.0,43.0,29.0,14.0,12.0,9.0,8.0,8.0
113.0,86.0,47.0,43.0,38.0,21.0,19.0,14.0,9.0,8.0
267.0,127.0,99.0,61.0,37.0,28.0,22.0,10.0,9.0,8.0
124.0,103.0,69.0,27.0,27.0,27.0,23.0,13.0,12.0,11.0
75.0,65.0,62.0,27.0,19.0,17.0,16.0,14.0,10.0,9.0
93.0,80.0,36.0,33.0,26.0,21.0,14.0,13.0,9.0,9.0
132.0,92.0,72.0,46.0,44.0,26.0,11.0,10.0,9.0,9.0
145.0,135.0,114.0,42.0,42.0,21.0,20.0,16.0,14.0,11.0
105.0,84.0,54.0,49.0,41.0,26.0,14.0,12.0,8.0,6.0
191.0,85.0,52.0,41.0,33.0,21.0,18.0,16.0,16.0,15.0
166.0,89.0,53.0,36.0,35.0,26.0,18.0,18.0,16.0,13.0
206.0,106.0,44.0,40.0,33.0,24.0,19.0,13.0,11.0,11.0
231.0,94.0,89.0,60.0,48.0,24.0,16.0,15.0,15.0,15.0
190.0,88.0,45.0,39.0,36.0,27.0,16.0,13.0,13.0,11.0
169.0,130.0,71.0,49.0,48.0,19.0,18.0,13.0,12.0,12.0
229.0,93.0,63.0,60.0,41.0,35.0,24.0,14.0,14.0,12.0
259.0,72.0,64.0,34.0,27.0,16.0,15.0,14.0,14.0,14.0
167.0,85.0,73.0,41.0,31.0,22.0,17.0,16.0,15.0,15.0
171.0,124.0,47.0,45.0,29.0,25.0,19.0,15.0,13.0,13.0
209.0,68.0,47.0,32.0,27.0,24.0,17.0,12.0,12.0,10.0
162.0,103.0,52.0,25.0,25.0,17.0,13.0,12.0,9.0,9.0
141.0,98.0,47.0,39.0,26.0,17.0,14.0,12.0,11.0,11.0
159.0,129.0,96.0,36.0,35.0,22.0,20.0,19.0,11.0,9.0
161.0,147.0,97.0,50.0,50.0,17.0,15.0,11.0,10.0,9.0
137.0,88.0,84.0,28.0,24.0,18.0,15.0,11.0,11.0,10.0
146.0,122.0,75.0,35.0,31.0,22.0,22.0,18.0,15.0,13.0
221.0,170.0,131.0,70.0,51.0,37.0,9.0,9.0,9.0,8.0
189.0,156.0,75.0,47.0,40.0,27.0,19.0,12.0,11.0,10.0
175.0,147.0,120.0,79.0,58.0,25.0,17.0,11.0,10.0,7.0
217.0,166.0,106.0,60.0,45.0,38.0,20.0,19.0,15.0,10.0
169.0,148.0,135.0,61.0,55.0,43.0,27.0,13.0,13.0,12.0
191.0,119.0,118.0,112.0,47.0,41.0,24.0,17.0,16.0,15.0
176.0,145.0,129.0,109.0,45.0,36.0,36.0,18.0,11.0,11.0
159.0,143.0,116.0,116.0,64.0,48.0,24.0,17.0,15.0,12.0
252.0,136.0,128.0,67.0,62.0,44.0,30.0,21.0,21.0,16.0
177.0,141.0,120.0,57.0,44.0,43.0,26.0,23.0,16.0,14.0
275.0,169.0,158.0,68.0,46.0,32.0,29.0,25.0,21.0,21.0
153.0,147.0,124.0,76.0,47.0,29.0,18.0,18.0,18.0,13.0
139.0,124.0,111.0,62.0,57.0,32.0,31.0,26.0,19.0,18.0
172.0,105.0,99.0,65.0,33.0,27.0,24.0,21.0,13.0,12.0
156.0,108.0,101.0,53.0,32.0,19.0,18.0,17.0,17.0,15.0
213.0,176.0,84.0,58.0,47.0,35.0,20.0,16.0,14.0,14.0
176.0,169.0,104.0,61.0,58.0,51.0,50.0,39.0,32.0,22.0
228.0,136.0,99.0,71.0,58.0,47.0,35.0,27.0,18.0,16.0
225.0,160.0,89.0,57.0,27.0,26.0,21.0,20.0,14.0,11.0
209.0,187.0,92.0,70.0,59.0,52.0,51.0,51.0,45.0,37.0
167.0,155.0,87.0,61.0,54.0,36.0,33.0,24.0,22.0,13.0
174.0,169.0,99.0,73.0,32.0,29.0,28.0,19.0,14.0,14.0
205.0,184.0,108.0,50.0,44.0,37.0,33.0,30.0,28.0,18.0
191.0,183.0,119.0,62.0,38.0,33.0,33.0,22.0,22.0,16.0
209.0,154.0,93.0,80.0,34.0,23.0,20.0,19.0,16.0,15.0
237.0,164.0,118.0,115.0,42.0,40.0,21.0,20.0,17.0,16.0
193.0,155.0,118.0,58.0,42.0,30.0,23.0,23.0,21.0,16.0
146.0,144.0,80.0,55.0,40.0,27.0,25.0,16.0,14.0,12.0
203.0,191.0,74.0,58.0,29.0,28.0,16.0,14.0,14.0,13.0
180.0,170.0,96.0,63.0,38.0,35.0,20.0,20.0,18.0,16.0
222.0,152.0,90.0,47.0,45.0,42.0,24.0,23.0,20.0,19.0
177.0,159.0,85.0,63.0,50.0,38.0,38.0,18.0,15.0,14.0
189.0,182.0,75.0,57.0,43.0,36.0,27.0,24.0,15.0,15.0
153.0,130.0,74.0,60.0,44.0,39.0,35.0,17.0,14.0,14.0
133.0,131.0,75.0,73.0,42.0,27.0,21.0,15.0,13.0,13.0
164.0,144.0,84.0,72.0,30.0,21.0,19.0,17.0,17.0,15.0
189.0,164.0,93.0,77.0,35.0,20.0,20.0,20.0,20.0,13.0
223.0,209.0,89.0,68.0,40.0,27.0,27.0,25.0,20.0,16.0
198.0,176.0,96.0,70.0,36.0,31.0,28.0,24.0,15.0,11.0
211.0,199.0,88.0,86.0,44.0,32.0,25.0,16.0,15.0,14.0
172.0,144.0,81.0,68.0,66.0,25.0,23.0,19.0,17.0,13.0
190.0,132.0,75.0,70.0,35.0,26.0,22.0,19.0,12.0,11.0
173.0,127.0,84.0,67.0,54.0,39.0,23.0,23.0,18.0,16.0
183.0,158.0,77.0,74.0,61.0,55.0,28.0,20.0,15.0,13.0
261.0,211.0,82.0,73.0,56.0,38.0,25.0,25.0,21.0,20.0
367.0,253.0,103.0,80.0,44.0,43.0,37.0,30.0,27.0,20.0
387.0,316.0,107.0,74.0,48.0,31.0,28.0,26.0,21.0,20.0
337.0,317.0,119.0,67.0,33.0,29.0,23.0,18.0,17.0,13.0
308.0,242.0,121.0,93.0,90.0,29.0,28.0,18.0,18.0,14.0
368.0,260.0,72.0,49.0,49.0,23.0,20.0,20.0,18.0,18.0
282.0,253.0,87.0,75.0,68.0,37.0,36.0,28.0,23.0,15.0
280.0,228.0,76.0,73.0,67.0,39.0,34.0,34.0,25.0,17.0
258.0,213.0,121.0,90.0,76.0,47.0,30.0,19.0,17.0,16.0
197.0,191.0,101.0,100.0,56.0,36.0,27.0,25.0,20.0,20.0
258.0,222.0,105.0,83.0,71.0,29.0,26.0,21.0,17.0,13.0
290.0,206.0,103.0,57.0,38.0,34.0,27.0,16.0,15.0,15.0
227.0,220.0,87.0,65.0,48.0,31.0,26.0,23.0,12.0,11.0
252.0,237.0,84.0,67.0,58.0,38.0,22.0,21.0,20.0,20.0
328.0,221.0,153.0,83.0,63.0,35.0,26.0,24.0,20.0,16.0
290.0,202.0,115.0,90.0,52.0,51.0,41.0,27.0,20.0,18.0
286.0,225.0,90.0,75.0,47.0,31.0,29.0,29.0,25.0,20.0
218.0,197.0,76.0,49.0,37.0,30.0,23.0,21.0,19.0,14.0
229.0,165.0,92.0,79.0,70.0,53.0,37.0,21.0,17.0,17.0
257.0,217.0,116.0,86.0,44.0,29.0,24.0,19.0,19.0,16.0
265.0,184.0,99.0,88.0,78.0,36.0,33.0,32.0,25.0,22.0
246.0,229.0,104.0,96.0,49.0,30.0,28.0,22.0,22.0,14.0
276.0,213.0,98.0,59.0,46.0,43.0,36.0,25.0,19.0,17.0
224.0,212.0,82.0,78.0,48.0,46.0,45.0,37.0,21.0,18.0
222.0,186.0,78.0,58.0,46.0,42.0,31.0,21.0,18.0,14.0
252.0,219.0,75.0,69.0,39.0,26.0,21.0,18.0,17.0,12.0
211.0,195.0,114.0,77.0,60.0,45.0,37.0,25.0,19.0,18.0
218.0,185.0,112.0,82.0,48.0,31.0,25.0,22.0,14.0,14.0
286.0,217.0,206.0,125.0,84.0,41.0,38.0,21.0,20.0,17.0
213.0,211.0,176.0,102.0,53.0,30.0,29.0,27.0,21.0,19.0
220.0,183.0,123.0,109.0,39.0,35.0,22.0,19.0,18.0,16.0
215.0,193.0,85.0,70.0,43.0,33.0,19.0,18.0,8.0,8.0
217.0,186.0,108.0,108.0,56.0,29.0,25.0,13.0,12.0,9.0
232.0,206.0,96.0,95.0,44.0,30.0,23.0,18.0,16.0,13.0
198.0,189.0,90.0,67.0,40.0,39.0,26.0,24.0,17.0,17.0
189.0,171.0,94.0,80.0,48.0,38.0,32.0,31.0,23.0,16.0
235.0,223.0,115.0,81.0,51.0,45.0,22.0,18.0,17.0,16.0
299.0,244.0,79.0,79.0,47.0,25.0,19.0,18.0,16.0,13.0
158.0,158.0,66.0,56.0,35.0,35.0,18.0,18.0,16.0,14.0
159.0,154.0,70.0,66.0,58.0,43.0,31.0,31.0,22.0,17.0
