44.0,24.0,7.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0
34.0,11.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0
17.0,14.0,13.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0
18.0,16.0,12.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0
9.0,6.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0
4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
19.0,15.0,9.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0
16.0,12.0,9.0,8.0,4.0,2.0,2.0,2.0,2.0,2.0
16.0,7.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
6.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0
11.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
8.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
11.0,9.0,8.0,6.0,3.0,3.0,3.0,3.0,3.0,2.0
13.0,10.0,8.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0
21.0,14.0,13.0,10.0,6.0,5.0,4.0,2.0,1.0,1.0
14.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0
17.0,15.0,10.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
14.0,12.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0
40.0,7.0,7.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0
29.0,7.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0
29.0,8.0,6.0,6.0,5.0,4.0,3.0,2.0,2.0,2.0
14.0,11.0,6.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0
14.0,10.0,6.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0
18.0,11.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0
21.0,10.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0
16.0,10.0,9.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
18.0,10.0,8.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0
15.0,13.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0
30.0,15.0,10.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0
19.0,14.0,10.0,8.0,3.0,3.0,3.0,3.0,2.0,1.0
25.0,9.0,9.0,7.0,5.0,5.0,1.0,1.0,1.0,1.0
21.0,14.0,14.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
15.0,14.0,14.0,13.0,5.0,2.0,2.0,2.0,2.0,1.0
30.0,28.0,12.0,8.0,5.0,5.0,3.0,3.0,2.0,2.0
23.0,17.0,15.0,10.0,7.0,5.0,4.0,3.0,2.0,1.0
24.0,7.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0
25.0,17.0,11.0,9.0,5.0,2.0,2.0,1.0,1.0,1.0
73.0,20.0,15.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0
13.0,12.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0
