,artist_id,down,ds
0,f6e0f05fde7637afb8f8bc6bda74ca24,2,20150302
1,f6e0f05fde7637afb8f8bc6bda74ca24,1,20150328
2,f6e0f05fde7637afb8f8bc6bda74ca24,4,20150329
3,f6e0f05fde7637afb8f8bc6bda74ca24,1,20150330
4,f6e0f05fde7637afb8f8bc6bda74ca24,2,20150331
5,f6e0f05fde7637afb8f8bc6bda74ca24,2,20150401
6,f6e0f05fde7637afb8f8bc6bda74ca24,1,20150402
7,f6e0f05fde7637afb8f8bc6bda74ca24,4,20150403
8,f6e0f05fde7637afb8f8bc6bda74ca24,5,20150404
9,f6e0f05fde7637afb8f8bc6bda74ca24,2,20150405
10,f6e0f05fde7637afb8f8bc6bda74ca24,5,20150406
11,f6e0f05fde7637afb8f8bc6bda74ca24,4,20150409
12,f6e0f05fde7637afb8f8bc6bda74ca24,2,20150410
13,f6e0f05fde7637afb8f8bc6bda74ca24,2,20150412
14,f6e0f05fde7637afb8f8bc6bda74ca24,3,20150413
15,f6e0f05fde7637afb8f8bc6bda74ca24,3,20150414
16,f6e0f05fde7637afb8f8bc6bda74ca24,4,20150415
17,f6e0f05fde7637afb8f8bc6bda74ca24,1,20150416
18,f6e0f05fde7637afb8f8bc6bda74ca24,3,20150417
19,f6e0f05fde7637afb8f8bc6bda74ca24,4,20150418
20,f6e0f05fde7637afb8f8bc6bda74ca24,1,20150420
21,f6e0f05fde7637afb8f8bc6bda74ca24,4,20150421
22,f6e0f05fde7637afb8f8bc6bda74ca24,2,20150422
23,f6e0f05fde7637afb8f8bc6bda74ca24,1,20150423
24,f6e0f05fde7637afb8f8bc6bda74ca24,2,20150424
25,f6e0f05fde7637afb8f8bc6bda74ca24,3,20150425
26,f6e0f05fde7637afb8f8bc6bda74ca24,1,20150426
27,f6e0f05fde7637afb8f8bc6bda74ca24,1,20150427
28,f6e0f05fde7637afb8f8bc6bda74ca24,4,20150428
29,f6e0f05fde7637afb8f8bc6bda74ca24,2,20150429
30,f6e0f05fde7637afb8f8bc6bda74ca24,1,20150430
