10.0,8.0,8.0,6.0,5.0
10.0,10.0,8.0,8.0,7.0
31.0,14.0,6.0,6.0,5.0
14.0,11.0,9.0,8.0,8.0
10.0,10.0,9.0,6.0,6.0
12.0,9.0,9.0,7.0,6.0
22.0,13.0,9.0,9.0,8.0
11.0,7.0,7.0,6.0,6.0
12.0,11.0,10.0,9.0,6.0
11.0,9.0,7.0,7.0,7.0
11.0,11.0,8.0,7.0,7.0
26.0,9.0,9.0,8.0,7.0
9.0,9.0,9.0,8.0,5.0
12.0,9.0,9.0,7.0,7.0
7.0,6.0,6.0,6.0,6.0
12.0,11.0,9.0,8.0,7.0
13.0,9.0,8.0,6.0,4.0
10.0,8.0,8.0,6.0,6.0
13.0,11.0,9.0,8.0,8.0
15.0,12.0,10.0,7.0,6.0
9.0,8.0,7.0,5.0,5.0
8.0,8.0,7.0,7.0,6.0
11.0,10.0,10.0,10.0,6.0
18.0,10.0,10.0,9.0,9.0
15.0,13.0,11.0,10.0,9.0
17.0,15.0,11.0,10.0,9.0
23.0,11.0,10.0,9.0,9.0
15.0,12.0,9.0,9.0,8.0
13.0,10.0,9.0,7.0,5.0
15.0,12.0,11.0,8.0,5.0
14.0,11.0,9.0,6.0,6.0
16.0,8.0,8.0,7.0,6.0
15.0,9.0,7.0,6.0,5.0
22.0,18.0,11.0,10.0,9.0
58.0,18.0,11.0,8.0,8.0
23.0,16.0,10.0,7.0,7.0
31.0,11.0,9.0,9.0,8.0
22.0,16.0,7.0,7.0,6.0
17.0,16.0,13.0,8.0,7.0
24.0,21.0,11.0,11.0,8.0
14.0,13.0,10.0,10.0,8.0
25.0,17.0,12.0,12.0,7.0
30.0,15.0,14.0,8.0,7.0
18.0,14.0,13.0,11.0,9.0
28.0,14.0,12.0,8.0,7.0
25.0,19.0,17.0,13.0,12.0
19.0,15.0,13.0,10.0,9.0
21.0,15.0,13.0,9.0,7.0
18.0,17.0,10.0,6.0,6.0
23.0,15.0,15.0,12.0,12.0
14.0,12.0,11.0,9.0,8.0
30.0,15.0,12.0,12.0,11.0
21.0,20.0,13.0,10.0,10.0
15.0,15.0,12.0,11.0,8.0
25.0,16.0,14.0,13.0,12.0
21.0,15.0,13.0,10.0,7.0
22.0,15.0,15.0,15.0,12.0
28.0,22.0,14.0,13.0,10.0
21.0,14.0,13.0,11.0,10.0
29.0,17.0,11.0,11.0,9.0
32.0,24.0,22.0,10.0,10.0
26.0,25.0,16.0,13.0,13.0
27.0,17.0,11.0,9.0,8.0
16.0,13.0,12.0,11.0,8.0
20.0,19.0,18.0,17.0,12.0
20.0,19.0,19.0,11.0,9.0
17.0,15.0,10.0,10.0,7.0
22.0,19.0,16.0,12.0,12.0
20.0,15.0,13.0,10.0,9.0
31.0,13.0,9.0,8.0,7.0
21.0,14.0,13.0,12.0,9.0
16.0,14.0,12.0,9.0,7.0
19.0,19.0,17.0,12.0,10.0
22.0,21.0,20.0,16.0,13.0
14.0,11.0,10.0,9.0,8.0
25.0,21.0,20.0,12.0,9.0
23.0,13.0,13.0,11.0,8.0
21.0,20.0,19.0,13.0,10.0
22.0,18.0,15.0,15.0,14.0
26.0,11.0,10.0,10.0,8.0
84.0,21.0,18.0,16.0,13.0
113.0,20.0,19.0,15.0,12.0
26.0,23.0,18.0,13.0,7.0
22.0,21.0,16.0,13.0,10.0
21.0,16.0,13.0,10.0,10.0
25.0,20.0,18.0,13.0,8.0
21.0,16.0,13.0,13.0,12.0
98.0,15.0,14.0,13.0,11.0
12.0,12.0,10.0,9.0,6.0
20.0,18.0,15.0,14.0,12.0
15.0,14.0,14.0,10.0,7.0
14.0,14.0,13.0,12.0,9.0
30.0,29.0,14.0,13.0,11.0
25.0,23.0,20.0,16.0,9.0
27.0,17.0,17.0,10.0,9.0
89.0,19.0,16.0,13.0,6.0
24.0,21.0,14.0,10.0,7.0
21.0,17.0,14.0,8.0,8.0
31.0,17.0,15.0,10.0,8.0
61.0,15.0,10.0,9.0,8.0
26.0,22.0,17.0,12.0,11.0
12.0,11.0,11.0,7.0,7.0
20.0,18.0,16.0,14.0,11.0
25.0,19.0,12.0,11.0,10.0
22.0,18.0,17.0,8.0,7.0
22.0,22.0,20.0,13.0,9.0
29.0,20.0,13.0,10.0,9.0
19.0,18.0,14.0,12.0,10.0
13.0,10.0,9.0,9.0,8.0
21.0,17.0,13.0,12.0,11.0
23.0,15.0,15.0,12.0,11.0
141.0,21.0,13.0,10.0,6.0
14.0,13.0,10.0,10.0,8.0
28.0,9.0,8.0,7.0,7.0
35.0,21.0,10.0,8.0,6.0
17.0,13.0,9.0,8.0,7.0
21.0,20.0,9.0,6.0,6.0
18.0,15.0,13.0,11.0,6.0
17.0,12.0,11.0,6.0,4.0
27.0,13.0,9.0,8.0,8.0
15.0,14.0,10.0,8.0,8.0
25.0,16.0,15.0,13.0,11.0
29.0,14.0,13.0,9.0,4.0
14.0,11.0,9.0,9.0,7.0
16.0,11.0,11.0,9.0,9.0
19.0,13.0,9.0,7.0,7.0
20.0,8.0,8.0,7.0,5.0
79.0,19.0,13.0,9.0,6.0
24.0,21.0,18.0,7.0,5.0
78.0,44.0,18.0,16.0,6.0
21.0,20.0,17.0,13.0,7.0
17.0,16.0,9.0,8.0,7.0
26.0,19.0,12.0,10.0,6.0
116.0,23.0,16.0,6.0,5.0
239.0,18.0,17.0,16.0,9.0
80.0,32.0,20.0,20.0,15.0
56.0,32.0,21.0,17.0,14.0
45.0,14.0,14.0,11.0,9.0
28.0,16.0,15.0,14.0,6.0
44.0,13.0,12.0,11.0,10.0
33.0,13.0,12.0,11.0,7.0
41.0,18.0,12.0,9.0,9.0
21.0,14.0,12.0,9.0,8.0
42.0,19.0,14.0,14.0,13.0
28.0,25.0,17.0,10.0,6.0
41.0,14.0,12.0,9.0,8.0
23.0,18.0,11.0,10.0,5.0
23.0,15.0,15.0,11.0,9.0
18.0,16.0,10.0,9.0,6.0
34.0,11.0,10.0,8.0,4.0
24.0,19.0,14.0,12.0,11.0
21.0,19.0,10.0,7.0,5.0
25.0,15.0,14.0,12.0,9.0
20.0,18.0,8.0,8.0,6.0
34.0,15.0,13.0,7.0,7.0
39.0,15.0,11.0,11.0,7.0
28.0,16.0,13.0,12.0,8.0
42.0,15.0,14.0,9.0,5.0
42.0,21.0,18.0,9.0,7.0
58.0,39.0,11.0,11.0,8.0
72.0,21.0,8.0,8.0,5.0
37.0,34.0,13.0,11.0,8.0
33.0,15.0,12.0,11.0,7.0
45.0,12.0,11.0,10.0,6.0
68.0,44.0,26.0,19.0,15.0
64.0,36.0,35.0,33.0,25.0
91.0,46.0,33.0,26.0,13.0
41.0,22.0,16.0,11.0,10.0
42.0,18.0,17.0,10.0,10.0
125.0,24.0,15.0,13.0,11.0
182.0,15.0,13.0,12.0,8.0
79.0,20.0,18.0,9.0,8.0
58.0,43.0,12.0,12.0,9.0
179.0,75.0,17.0,12.0,7.0
68.0,64.0,20.0,9.0,8.0
133.0,43.0,12.0,9.0,4.0
87.0,73.0,14.0,10.0,6.0
110.0,79.0,49.0,13.0,6.0
80.0,79.0,10.0,10.0,8.0
104.0,88.0,21.0,11.0,11.0
100.0,48.0,35.0,13.0,8.0
140.0,41.0,9.0,8.0,7.0
131.0,67.0,17.0,9.0,8.0
