,artist_id,down,ds
0,ca6db6d4f02b7b946c57fc389e67dd7e,18,20150301
1,ca6db6d4f02b7b946c57fc389e67dd7e,36,20150302
2,ca6db6d4f02b7b946c57fc389e67dd7e,15,20150303
3,ca6db6d4f02b7b946c57fc389e67dd7e,27,20150304
4,ca6db6d4f02b7b946c57fc389e67dd7e,24,20150305
5,ca6db6d4f02b7b946c57fc389e67dd7e,32,20150306
6,ca6db6d4f02b7b946c57fc389e67dd7e,13,20150307
7,ca6db6d4f02b7b946c57fc389e67dd7e,100,20150308
8,ca6db6d4f02b7b946c57fc389e67dd7e,26,20150309
9,ca6db6d4f02b7b946c57fc389e67dd7e,20,20150310
10,ca6db6d4f02b7b946c57fc389e67dd7e,17,20150311
11,ca6db6d4f02b7b946c57fc389e67dd7e,23,20150312
12,ca6db6d4f02b7b946c57fc389e67dd7e,51,20150313
13,ca6db6d4f02b7b946c57fc389e67dd7e,31,20150314
14,ca6db6d4f02b7b946c57fc389e67dd7e,23,20150315
15,ca6db6d4f02b7b946c57fc389e67dd7e,13,20150316
16,ca6db6d4f02b7b946c57fc389e67dd7e,25,20150317
17,ca6db6d4f02b7b946c57fc389e67dd7e,13,20150318
18,ca6db6d4f02b7b946c57fc389e67dd7e,109,20150319
19,ca6db6d4f02b7b946c57fc389e67dd7e,22,20150320
20,ca6db6d4f02b7b946c57fc389e67dd7e,25,20150321
21,ca6db6d4f02b7b946c57fc389e67dd7e,17,20150322
22,ca6db6d4f02b7b946c57fc389e67dd7e,23,20150323
23,ca6db6d4f02b7b946c57fc389e67dd7e,13,20150324
24,ca6db6d4f02b7b946c57fc389e67dd7e,7,20150325
25,ca6db6d4f02b7b946c57fc389e67dd7e,21,20150326
26,ca6db6d4f02b7b946c57fc389e67dd7e,17,20150327
27,ca6db6d4f02b7b946c57fc389e67dd7e,14,20150328
28,ca6db6d4f02b7b946c57fc389e67dd7e,20,20150329
29,ca6db6d4f02b7b946c57fc389e67dd7e,31,20150330
30,ca6db6d4f02b7b946c57fc389e67dd7e,32,20150331
31,ca6db6d4f02b7b946c57fc389e67dd7e,10,20150401
32,ca6db6d4f02b7b946c57fc389e67dd7e,10,20150402
33,ca6db6d4f02b7b946c57fc389e67dd7e,28,20150403
34,ca6db6d4f02b7b946c57fc389e67dd7e,12,20150404
35,ca6db6d4f02b7b946c57fc389e67dd7e,12,20150405
36,ca6db6d4f02b7b946c57fc389e67dd7e,34,20150406
37,ca6db6d4f02b7b946c57fc389e67dd7e,37,20150407
38,ca6db6d4f02b7b946c57fc389e67dd7e,41,20150408
39,ca6db6d4f02b7b946c57fc389e67dd7e,16,20150409
40,ca6db6d4f02b7b946c57fc389e67dd7e,26,20150410
41,ca6db6d4f02b7b946c57fc389e67dd7e,53,20150411
42,ca6db6d4f02b7b946c57fc389e67dd7e,19,20150412
43,ca6db6d4f02b7b946c57fc389e67dd7e,28,20150413
44,ca6db6d4f02b7b946c57fc389e67dd7e,18,20150414
45,ca6db6d4f02b7b946c57fc389e67dd7e,32,20150415
46,ca6db6d4f02b7b946c57fc389e67dd7e,43,20150416
47,ca6db6d4f02b7b946c57fc389e67dd7e,39,20150417
48,ca6db6d4f02b7b946c57fc389e67dd7e,31,20150418
49,ca6db6d4f02b7b946c57fc389e67dd7e,40,20150419
50,ca6db6d4f02b7b946c57fc389e67dd7e,34,20150420
51,ca6db6d4f02b7b946c57fc389e67dd7e,67,20150421
52,ca6db6d4f02b7b946c57fc389e67dd7e,57,20150422
53,ca6db6d4f02b7b946c57fc389e67dd7e,45,20150423
54,ca6db6d4f02b7b946c57fc389e67dd7e,35,20150424
55,ca6db6d4f02b7b946c57fc389e67dd7e,47,20150425
56,ca6db6d4f02b7b946c57fc389e67dd7e,32,20150426
57,ca6db6d4f02b7b946c57fc389e67dd7e,26,20150427
58,ca6db6d4f02b7b946c57fc389e67dd7e,27,20150428
59,ca6db6d4f02b7b946c57fc389e67dd7e,30,20150429
60,ca6db6d4f02b7b946c57fc389e67dd7e,19,20150430
61,ca6db6d4f02b7b946c57fc389e67dd7e,25,20150501
62,ca6db6d4f02b7b946c57fc389e67dd7e,19,20150502
63,ca6db6d4f02b7b946c57fc389e67dd7e,34,20150503
64,ca6db6d4f02b7b946c57fc389e67dd7e,21,20150504
65,ca6db6d4f02b7b946c57fc389e67dd7e,53,20150505
66,ca6db6d4f02b7b946c57fc389e67dd7e,16,20150506
67,ca6db6d4f02b7b946c57fc389e67dd7e,19,20150507
68,ca6db6d4f02b7b946c57fc389e67dd7e,24,20150508
69,ca6db6d4f02b7b946c57fc389e67dd7e,26,20150509
